[26/Aug/2015 13:36:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:02] DEBUG [django.db.backends:91] (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'ra' LIMIT 21; args=(u'ra',)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-27 04:18:14') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-27 04:18:14')
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'ravinder' LIMIT 21; args=(u'ravinder',)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7',)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.018) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('ojefrbke2p6vx1e68cgmqq2317pygfe7'); args=(u'ojefrbke2p6vx1e68cgmqq2317pygfe7',)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' LIMIT 1; args=(u'xotbbddoxdpjd6bw02kyzak4ol71e8pa',)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('xotbbddoxdpjd6bw02kyzak4ol71e8pa', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-10 04:18:14'); args=(u'xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:18:14')
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) UPDATE `auth_user` SET `last_login` = '2015-08-27 04:18:14' WHERE `auth_user`.`id` = 1; args=(u'2015-08-27 04:18:14', 1)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) UPDATE `django_session` SET `session_data` = 'ZTVhMjk0MDBhYjlhOWIxNjNjZTJiN2Y3ZDExYmRiM2Y3ZTYxNGE2Mzp7Il9hdXRoX3VzZXJfaGFzaCI6IjY5MjAxYTUwYzg2MTVjN2VlZWFjOWQ1Mjg2N2E4Y2RkMGFkY2MyYTAiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjF9', `expire_date` = '2015-09-10 04:18:14' WHERE `django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa'; args=(u'ZTVhMjk0MDBhYjlhOWIxNjNjZTJiN2Y3ZDExYmRiM2Y3ZTYxNGE2Mzp7Il9hdXRoX3VzZXJfaGFzaCI6IjY5MjAxYTUwYzg2MTVjN2VlZWFjOWQ1Mjg2N2E4Y2RkMGFkY2MyYTAiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjF9', u'2015-09-10 04:18:14', u'xotbbddoxdpjd6bw02kyzak4ol71e8pa')
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:14') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:14')
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) SELECT COUNT(*) FROM `codetables_files_saveds`; args=()
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` ORDER BY `codetables_files_saveds`.`id` DESC; args=()
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:14') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:14')
[27/Aug/2015 04:18:14] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:17') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:17')
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE `codetables_files_saveds`.`id` = 4 LIMIT 21; args=(4,)
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`name`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'files_saveds' AND `django_content_type`.`app_label` = 'codetables') LIMIT 21; args=('files_saveds', 'codetables')
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` ORDER BY `auth_user`.`username` ASC; args=()
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:17') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:17')
[27/Aug/2015 04:18:17] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:19] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:19] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:19') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:19')
[27/Aug/2015 04:18:19] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:19] DEBUG [django.db.backends:91] (0.000) SELECT COUNT(*) FROM `codetables_files_saveds`; args=()
[27/Aug/2015 04:18:19] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` ORDER BY `codetables_files_saveds`.`id` DESC; args=()
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:20') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:20')
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE `codetables_files_saveds`.`id` = 5 LIMIT 21; args=(5,)
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` ORDER BY `auth_user`.`username` ASC; args=()
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:20') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:20')
[27/Aug/2015 04:18:20] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:22] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:22] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:22') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:22')
[27/Aug/2015 04:18:22] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:22] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE `codetables_files_saveds`.`id` = 5 LIMIT 21; args=(5,)
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:24') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:24')
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE `codetables_files_saveds`.`id` = 5 LIMIT 21; args=(5,)
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_admin_log` (`action_time`, `user_id`, `content_type_id`, `object_id`, `object_repr`, `action_flag`, `change_message`) VALUES ('2015-08-27 04:18:24', 1, 9, '5', 'Files_saveds object', 3, ''); args=[u'2015-08-27 04:18:24', 1, 9, u'5', u'Files_saveds object', 3, u'']
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) DELETE FROM `codetables_files_saveds` WHERE `codetables_files_saveds`.`id` IN (5); args=(5,)
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:24') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:24')
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) SELECT COUNT(*) FROM `codetables_files_saveds`; args=()
[27/Aug/2015 04:18:24] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` ORDER BY `codetables_files_saveds`.`id` DESC; args=()
[27/Aug/2015 04:18:25] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:18:25] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:18:25') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:18:25')
[27/Aug/2015 04:18:25] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:19:17] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:17] DEBUG [django.db.backends:91] (0.000) SHOW TABLES; args=None
[27/Aug/2015 04:19:17] DEBUG [django.db.backends:91] (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
[27/Aug/2015 04:19:31] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:31] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:19:31') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:19:31')
[27/Aug/2015 04:19:31] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:19:31] ERROR [django.request:231] Internal Server Error: /
Traceback (most recent call last):
  File "/usr/local/lib/python2.7/dist-packages/django/core/handlers/base.py", line 98, in get_response
    resolver_match = resolver.resolve(request.path_info)
  File "/usr/local/lib/python2.7/dist-packages/django/core/urlresolvers.py", line 338, in resolve
    for pattern in self.url_patterns:
  File "/usr/local/lib/python2.7/dist-packages/django/core/urlresolvers.py", line 367, in url_patterns
    patterns = getattr(self.urlconf_module, "urlpatterns", self.urlconf_module)
  File "/usr/local/lib/python2.7/dist-packages/django/core/urlresolvers.py", line 361, in urlconf_module
    self._urlconf_module = import_module(self.urlconf_name)
  File "/usr/lib/python2.7/importlib/__init__.py", line 37, in import_module
    __import__(name)
  File "/home/ravinder/projects/codetable/codetable/urls.py", line 4, in <module>
    from codetables import views
  File "/home/ravinder/projects/codetable/codetables/views.py", line 132
    except Exception e:
                     ^
SyntaxError: invalid syntax
[27/Aug/2015 04:19:48] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:48] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:19:48') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:19:48')
[27/Aug/2015 04:19:48] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' AND `django_session`.`expire_date` > '2015-08-27 04:19:56') LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa', u'2015-08-27 04:19:56')
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'xotbbddoxdpjd6bw02kyzak4ol71e8pa' LIMIT 21; args=('xotbbddoxdpjd6bw02kyzak4ol71e8pa',)
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('xotbbddoxdpjd6bw02kyzak4ol71e8pa'); args=(u'xotbbddoxdpjd6bw02kyzak4ol71e8pa',)
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe' LIMIT 1; args=(u'mzntsmn9dlcwxw4i7tupadsg81r01ybe',)
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('mzntsmn9dlcwxw4i7tupadsg81r01ybe', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-10 04:19:56'); args=(u'mzntsmn9dlcwxw4i7tupadsg81r01ybe', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:19:56')
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.001) UPDATE `django_session` SET `session_data` = 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', `expire_date` = '2015-09-10 04:19:56' WHERE `django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe'; args=(u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:19:56', u'mzntsmn9dlcwxw4i7tupadsg81r01ybe')
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe' AND `django_session`.`expire_date` > '2015-08-27 04:19:56') LIMIT 21; args=('mzntsmn9dlcwxw4i7tupadsg81r01ybe', u'2015-08-27 04:19:56')
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
